date,symbol,close,low,high,open,volume
2020-01-12,GOOGL,366.66,359.33,373.99,364.18,16109203
2020-01-13,GOOGL,376.25,368.72,383.77,373.6,48573234
2020-01-14,GOOGL,360.52,353.31,367.74,363.23,14158996
2020-01-15,GOOGL,370.71,363.3,378.13,369.24,59606432
2020-01-16,GOOGL,371.14,363.72,378.57,374.45,19474203
2020-01-17,GOOGL,357.23,350.09,364.38,353.71,88132604
2020-01-18,GOOGL,354.05,346.97,361.13,352.95,95229853
2020-01-19,GOOGL,369.69,362.3,377.09,373.02,36344022
2020-01-20,GOOGL,382.87,375.21,390.53,379.58,16315313
2020-01-21,GOOGL,387.47,379.72,395.22,389.59,40880150
2020-01-22,GOOGL,391.94,384.1,399.78,395.11,72333030
2020-01-23,GOOGL,387.6,379.85,395.36,389.38,60274519
2020-01-24,GOOGL,378.36,370.8,385.93,379.16,29920001
2020-01-25,GOOGL,390.11,382.3,397.91,386.46,84356057
2020-01-26,GOOGL,376.57,369.04,384.1,380.08,98002048
2020-01-27,GOOGL,368.81,361.44,376.19,365.36,77338555
2020-01-28,GOOGL,371.79,364.35,379.23,369.07,91946499
2020-01-29,GOOGL,360.23,353.02,367.43,357.73,20949383
2020-01-30,GOOGL,367.39,360.04,374.74,368.31,51467876
2020-01-31,GOOGL,372.51,365.06,379.96,372.54,94551836
2020-02-01,GOOGL,383.36,375.7,391.03,380.77,33830749
2020-02-02,GOOGL,374.93,367.43,382.43,374.87,59766238
2020-02-03,GOOGL,373.63,366.15,381.1,377.34,66307073
2020-02-04,GOOGL,378.36,370.79,385.93,375.61,26614150
2020-02-05,GOOGL,373.13,365.67,380.59,375.03,78364058
2020-02-06,GOOGL,378.14,370.58,385.71,380.73,90440156
2020-02-07,GOOGL,390.91,383.09,398.73,390.07,90382514
2020-02-08,GOOGL,383.28,375.61,390.94,380.82,86914341
2020-02-09,GOOGL,379.24,371.66,386.83,382.35,14980541
2020-02-10,GOOGL,381.18,373.56,388.8,380.94,70436528
2020-02-11,GOOGL,399.14,391.16,407.12,397.31,44505361
2020-02-12,GOOGL,383.1,375.43,390.76,383.04,70670984
2020-02-13,GOOGL,378.8,371.23,386.38,381.29,23802924
2020-02-14,GOOGL,361.53,354.3,368.76,364.56,3778036
2020-02-15,GOOGL,372.64,365.19,380.09,375.63,3683458
2020-02-16,GOOGL,383.18,375.51,390.84,382.79,92837054
2020-02-17,GOOGL,368.62,361.25,375.99,368.69,38495551
2020-02-18,GOOGL,385.7,377.98,393.41,387.41,4963620
2020-02-19,GOOGL,400.13,392.12,408.13,401.88,4167682
2020-02-20,GOOGL,383.84,376.17,391.52,381.09,39972754
2020-02-21,GOOGL,384.6,376.91,392.29,381.97,16205010
2020-02-22,GOOGL,382.27,374.63,389.92,384.97,34781096
2020-02-23,GOOGL,373.97,366.49,381.45,377.65,8088324
2020-02-24,GOOGL,356.52,349.39,363.66,358.15,46535897
2020-02-25,GOOGL,346.35,339.42,353.28,345.05,21538443
2020-02-26,GOOGL,337.04,330.3,343.78,337.48,63784696
2020-02-27,GOOGL,320.74,314.33,327.15,320.15,72074628
2020-02-28,GOOGL,308.51,302.34,314.68,308.51,35139927
2020-02-29,GOOGL,316.43,310.11,322.76,316.09,4462672
2020-03-01,GOOGL,321.19,314.76,327.61,321.11,54174759
2020-03-02,GOOGL,312.57,306.32,318.82,311.92,89129276
2020-03-03,GOOGL,307.37,301.22,313.52,307.9,79844803
2020-03-04,GOOGL,310.93,304.72,317.15,308.04,99456654
2020-03-05,GOOGL,323.46,316.99,329.92,324.58,91576271
2020-03-06,GOOGL,309.37,303.18,315.56,308.62,24697351
2020-03-07,GOOGL,316.87,310.54,323.21,316.83,39135601
2020-03-08,GOOGL,317.18,310.83,323.52,318.25,63535949
2020-03-09,GOOGL,322.9,316.44,329.36,324.29,1485181
2020-03-10,GOOGL,312.14,305.89,318.38,309.99,64821945
2020-03-11,GOOGL,322.12,315.68,328.56,323.26,46120846
2020-03-12,GOOGL,336.53,329.8,343.26,338.44,92316864
2020-03-13,GOOGL,348.15,341.19,355.12,349.56,95158591
2020-03-14,GOOGL,339.82,333.02,346.62,338.63,62967789
2020-03-15,GOOGL,334.43,327.75,341.12,336.7,8986095
2020-03-16,GOOGL,338.0,331.24,344.76,339.64,13580208
2020-03-17,GOOGL,332.75,326.09,339.4,333.08,86489253
2020-03-18,GOOGL,342.25,335.41,349.1,343.27,90214105
2020-03-19,GOOGL,332.99,326.33,339.65,329.88,5268944
2020-03-20,GOOGL,349.54,342.55,356.53,349.28,65123824
2020-03-21,GOOGL,358.16,351.0,365.32,354.75,78735137
2020-03-22,GOOGL,353.17,346.11,360.23,350.36,72083941
2020-03-23,GOOGL,359.14,351.95,366.32,358.81,63438993
2020-03-24,GOOGL,342.29,335.45,349.14,344.21,47641951
2020-03-25,GOOGL,355.98,348.86,363.1,356.73,89538106
2020-03-26,GOOGL,352.65,345.6,359.7,353.59,26387753
2020-03-27,GOOGL,363.24,355.97,370.5,361.89,26221409
2020-03-28,GOOGL,353.62,346.55,360.69,352.14,73921844
2020-03-29,GOOGL,341.69,334.86,348.53,340.18,59912468
2020-03-30,GOOGL,351.62,344.59,358.66,354.8,23630222
2020-03-31,GOOGL,367.17,359.82,374.51,366.88,71671237
2020-04-01,GOOGL,369.01,361.63,376.39,366.83,11515590
2020-04-02,GOOGL,377.79,370.23,385.34,380.9,56452834
2020-04-03,GOOGL,391.55,383.72,399.38,391.58,35034347
2020-04-04,GOOGL,372.77,365.31,380.23,372.79,74543131
2020-04-05,GOOGL,374.8,367.3,382.3,371.19,11256908
2020-04-06,GOOGL,390.73,382.92,398.55,387.45,79546021
2020-04-07,GOOGL,405.06,396.96,413.17,402.02,65355934
2020-04-08,GOOGL,397.17,389.22,405.11,398.31,83876275
2020-04-09,GOOGL,384.85,377.15,392.55,382.85,4083568
2020-04-10,GOOGL,385.42,377.71,393.13,388.28,74560276
2020-04-11,GOOGL,387.29,379.54,395.03,386.43,84137125
2020-04-12,GOOGL,373.99,366.51,381.47,371.14,42233153
2020-04-13,GOOGL,358.13,350.97,365.29,357.54,68662067
2020-04-14,GOOGL,355.22,348.11,362.32,352.95,5604881
2020-04-15,GOOGL,364.95,357.65,372.25,361.89,77532585
2020-04-16,GOOGL,381.12,373.5,388.74,378.03,66967715
2020-04-17,GOOGL,388.3,380.54,396.07,388.82,86272718
2020-04-18,GOOGL,378.37,370.8,385.94,380.51,31749112
2020-04-19,GOOGL,391.26,383.43,399.08,393.88,29846192
2020-04-20,GOOGL,398.21,390.25,406.18,398.29,67586438
2020-04-21,GOOGL,407.4,399.25,415.54,407.37,46426207
2020-04-22,GOOGL,401.87,393.83,409.9,401.92,98597028
2020-04-23,GOOGL,392.02,384.18,399.86,388.42,77595437
2020-04-24,GOOGL,403.15,395.09,411.21,402.53,41903029
2020-04-25,GOOGL,416.58,408.25,424.91,413.78,76139685
2020-04-26,GOOGL,417.49,409.14,425.84,416.24,26411144
2020-04-27,GOOGL,437.98,429.23,446.74,438.47,96386955
2020-04-28,GOOGL,440.06,431.26,448.87,441.04,73989266
2020-04-29,GOOGL,454.54,445.45,463.63,458.84,24934131
2020-04-30,GOOGL,440.28,431.48,449.09,441.91,84768197
2020-05-01,GOOGL,429.32,420.74,437.91,431.48,14374327
2020-05-02,GOOGL,421.16,412.74,429.59,420.25,36546228
2020-05-03,GOOGL,420.78,412.37,429.2,423.74,87401115
2020-05-04,GOOGL,422.66,414.2,431.11,418.84,95398577
2020-05-05,GOOGL,420.6,412.18,429.01,418.19,95039804
2020-05-06,GOOGL,424.18,415.7,432.66,423.13,62676370
2020-05-07,GOOGL,435.58,426.87,444.29,437.08,54315681
2020-05-08,GOOGL,430.38,421.77,438.99,433.66,21366223
2020-05-09,GOOGL,448.39,439.42,457.36,448.17,98815666
2020-05-10,GOOGL,447.64,438.68,456.59,443.67,90613212
2020-05-11,GOOGL,459.7,450.51,468.9,461.87,25519752
2020-05-12,GOOGL,449.42,440.43,458.41,446.54,36211781
2020-05-13,GOOGL,462.47,453.22,471.72,465.12,89506075
2020-05-14,GOOGL,464.32,455.03,473.6,468.61,44910887
2020-05-15,GOOGL,444.7,435.8,453.59,441.55,68287900
2020-05-16,GOOGL,449.1,440.12,458.09,448.98,33505874
2020-05-17,GOOGL,461.59,452.36,470.82,465.24,57698763
2020-05-18,GOOGL,477.76,468.21,487.32,473.1,33023243
2020-05-19,GOOGL,471.24,461.81,480.66,467.15,42412570
2020-05-20,GOOGL,474.77,465.27,484.26,470.21,15636625
2020-05-21,GOOGL,485.13,475.43,494.84,485.34,3403890
2020-05-22,GOOGL,496.62,486.68,506.55,493.0,64733947
2020-05-23,GOOGL,479.77,470.17,489.37,479.2,60767051
2020-05-24,GOOGL,470.11,460.71,479.51,469.83,35389309
2020-05-25,GOOGL,485.57,475.86,495.28,485.72,20423473
2020-05-26,GOOGL,504.91,494.81,515.01,506.76,66420165
2020-05-27,GOOGL,518.19,507.83,528.56,518.48,28537454
2020-05-28,GOOGL,518.43,508.06,528.8,517.67,18806581
2020-05-29,GOOGL,521.42,510.99,531.85,526.16,69835143
2020-05-30,GOOGL,545.44,534.53,556.35,546.92,18671863
2020-05-31,GOOGL,561.7,550.47,572.94,565.09,90540533
2020-06-01,GOOGL,570.47,559.06,581.88,571.22,88095861
2020-06-02,GOOGL,571.67,560.24,583.11,572.51,90613857
2020-06-03,GOOGL,564.13,552.85,575.41,558.63,1235869
2020-06-04,GOOGL,556.37,545.24,567.5,558.56,71619118
2020-06-05,GOOGL,566.68,555.35,578.01,566.15,31667349
2020-06-06,GOOGL,594.11,582.23,606.0,596.71,77110441
2020-06-07,GOOGL,619.0,606.62,631.38,614.11,89462272
2020-06-08,GOOGL,629.06,616.48,641.64,623.98,95947377
2020-06-09,GOOGL,607.02,594.88,619.16,609.25,72821436
2020-06-10,GOOGL,594.93,583.03,606.83,590.79,76655573
2020-06-11,GOOGL,605.92,593.8,618.03,605.32,28520182
2020-06-12,GOOGL,588.42,576.65,600.19,591.83,88734023
2020-06-13,GOOGL,573.08,561.62,584.55,578.46,81585510
2020-06-14,GOOGL,588.12,576.36,599.89,583.51,4763418
2020-06-15,GOOGL,562.39,551.15,573.64,564.02,99492449
2020-06-16,GOOGL,551.62,540.58,562.65,548.75,10446030
2020-06-17,GOOGL,532.58,521.93,543.23,527.29,77432669
2020-06-18,GOOGL,547.43,536.48,558.38,544.19,13725691
2020-06-19,GOOGL,547.04,536.1,557.98,551.49,34720400
2020-06-20,GOOGL,562.77,551.51,574.02,560.87,11822634
2020-06-21,GOOGL,578.41,566.84,589.97,573.36,36649499
2020-06-22,GOOGL,573.05,561.59,584.51,577.79,6995816
2020-06-23,GOOGL,597.16,585.21,609.1,599.03,35464127
2020-06-24,GOOGL,594.75,582.85,606.64,594.02,52127732
2020-06-25,GOOGL,574.41,562.92,585.9,574.18,44085810
2020-06-26,GOOGL,579.3,567.71,590.89,584.35,96637329
2020-06-27,GOOGL,580.31,568.7,591.91,575.51,97898553
2020-06-28,GOOGL,568.81,557.43,580.18,569.29,75511710
2020-06-29,GOOGL,591.38,579.55,603.21,594.93,64889259
2020-06-30,GOOGL,601.24,589.22,613.27,602.69,31244175
2020-07-01,GOOGL,611.81,599.57,624.05,617.63,81780049
2020-07-02,GOOGL,589.31,577.53,601.1,595.08,53882808
2020-07-03,GOOGL,611.49,599.26,623.72,609.07,38063070
2020-07-04,GOOGL,619.45,607.06,631.84,614.53,22354768
2020-07-05,GOOGL,629.61,617.02,642.21,635.81,95511866
2020-07-06,GOOGL,660.93,647.72,674.15,659.74,54948773
2020-07-07,GOOGL,662.51,649.26,675.76,661.37,47325458
2020-07-08,GOOGL,692.25,678.41,706.1,692.4,9332163
2020-07-09,GOOGL,658.14,644.98,671.31,653.32,2541621
2020-07-10,GOOGL,676.1,662.58,689.62,679.83,31096224
2020-07-11,GOOGL,699.48,685.49,713.47,702.01,49586640
2020-07-12,GOOGL,669.32,655.94,682.71,665.79,64860139
2020-07-13,GOOGL,650.97,637.95,663.99,650.69,27541169
2020-07-14,GOOGL,672.23,658.78,685.67,676.75,34227111
2020-07-15,GOOGL,683.46,669.79,697.13,687.15,6519773
2020-07-16,GOOGL,712.08,697.84,726.32,706.99,36964856
2020-07-17,GOOGL,704.99,690.89,719.08,699.88,95365477
2020-07-18,GOOGL,711.98,697.74,726.22,709.79,20848279
2020-07-19,GOOGL,738.41,723.64,753.18,742.19,1208672
2020-07-20,GOOGL,745.67,730.76,760.58,740.37,47050082
2020-07-21,GOOGL,767.24,751.89,782.58,774.67,65303713
2020-07-22,GOOGL,745.07,730.17,759.98,745.16,34294269
2020-07-23,GOOGL,758.76,743.58,773.93,759.73,65107708
2020-07-24,GOOGL,796.68,780.74,812.61,792.79,87299061
2020-07-25,GOOGL,758.5,743.33,773.67,757.56,87624873
2020-07-26,GOOGL,729.93,715.33,744.53,727.93,47490429
2020-07-27,GOOGL,710.13,695.92,724.33,707.85,77298016
2020-07-28,GOOGL,731.81,717.18,746.45,729.84,50813707
2020-07-29,GOOGL,719.65,705.26,734.04,720.03,23694693
2020-07-30,GOOGL,692.76,678.9,706.61,690.98,10175089
2020-07-31,GOOGL,685.61,671.89,699.32,688.89,76498508
2020-08-01,GOOGL,659.04,645.86,672.22,657.21,47227774
2020-08-02,GOOGL,653.76,640.69,666.84,652.39,62595795
2020-08-03,GOOGL,639.78,626.98,652.57,634.1,28345156
2020-08-04,GOOGL,639.69,626.9,652.48,636.2,50875427
2020-08-05,GOOGL,608.91,596.73,621.09,603.27,79597325
2020-08-06,GOOGL,592.01,580.17,603.85,596.05,73942691
2020-08-07,GOOGL,573.25,561.78,584.71,578.54,18956466
2020-08-08,GOOGL,557.7,546.55,568.86,557.7,44963660
2020-08-09,GOOGL,556.15,545.02,567.27,554.32,72981622
2020-08-10,GOOGL,560.11,548.91,571.31,565.39,13344730
2020-08-11,GOOGL,581.72,570.08,593.35,579.46,27452010
2020-08-12,GOOGL,554.79,543.7,565.89,555.25,17623602
2020-08-13,GOOGL,539.9,529.1,550.7,544.77,24391045
2020-08-14,GOOGL,534.93,524.23,545.63,539.92,44752457
2020-08-15,GOOGL,518.15,507.78,528.51,522.96,88656967
2020-08-16,GOOGL,492.64,482.79,502.49,488.48,52709210
2020-08-17,GOOGL,479.89,470.29,489.49,484.16,74197104
2020-08-18,GOOGL,498.81,488.84,508.79,502.32,21410534
2020-08-19,GOOGL,519.62,509.23,530.02,518.86,88269491
2020-08-20,GOOGL,544.06,533.18,554.94,542.17,90722668
2020-08-21,GOOGL,546.9,535.96,557.84,545.1,70955901
2020-08-22,GOOGL,524.68,514.19,535.18,524.76,10213774
2020-08-23,GOOGL,519.22,508.84,529.6,522.78,98392921
2020-08-24,GOOGL,531.2,520.58,541.82,528.21,97064621
2020-08-25,GOOGL,542.55,531.7,553.4,539.8,26201491
2020-08-26,GOOGL,551.85,540.82,562.89,557.08,31512083
2020-08-27,GOOGL,578.11,566.55,589.67,575.65,59114504
2020-08-28,GOOGL,555.93,544.81,567.05,556.41,7495164
2020-08-29,GOOGL,571.33,559.91,582.76,569.19,5456548
2020-08-30,GOOGL,577.58,566.03,589.14,581.22,11584204
2020-08-31,GOOGL,556.35,545.23,567.48,560.14,92015591
2020-09-01,GOOGL,532.35,521.71,543.0,529.68,72008567
2020-09-02,GOOGL,508.22,498.05,518.38,509.26,10444562
2020-09-03,GOOGL,529.2,518.62,539.78,532.45,62387056
2020-09-04,GOOGL,509.75,499.56,519.95,507.56,25461661
2020-09-05,GOOGL,500.18,490.18,510.18,501.75,35587543
2020-09-06,GOOGL,493.56,483.69,503.43,492.52,76199750
2020-09-07,GOOGL,472.04,462.6,481.48,475.92,65994601
2020-09-08,GOOGL,459.87,450.68,469.07,463.03,11917259
2020-09-09,GOOGL,469.65,460.25,479.04,466.54,5990559
2020-09-10,GOOGL,471.87,462.43,481.3,471.17,8521545
2020-09-11,GOOGL,482.95,473.29,492.61,484.49,50832844
2020-09-12,GOOGL,467.83,458.48,477.19,465.0,54703169
2020-09-13,GOOGL,448.09,439.13,457.05,444.67,30870399
2020-09-14,GOOGL,446.04,437.12,454.96,442.12,57516649
2020-09-15,GOOGL,449.01,440.03,457.99,448.39,21930827
2020-09-16,GOOGL,437.59,428.84,446.34,438.42,51481733
2020-09-17,GOOGL,436.95,428.21,445.69,437.05,53948734
2020-09-18,GOOGL,422.56,414.11,431.01,422.45,80974068
2020-09-19,GOOGL,436.33,427.61,445.06,434.37,38454822
2020-09-20,GOOGL,438.23,429.47,446.99,436.1,24419283
2020-09-21,GOOGL,459.89,450.69,469.08,461.44,91680067
2020-09-22,GOOGL,460.17,450.97,469.37,459.55,4659069
2020-09-23,GOOGL,467.96,458.6,477.32,466.12,75979978
2020-09-24,GOOGL,483.03,473.37,492.69,487.19,23188969
2020-09-25,GOOGL,500.88,490.86,510.9,505.59,16146273
2020-09-26,GOOGL,480.89,471.27,490.5,482.51,84107194
2020-09-27,GOOGL,478.95,469.37,488.53,474.32,60117438
2020-09-28,GOOGL,498.24,488.28,508.21,500.79,32320173
2020-09-29,GOOGL,495.17,485.26,505.07,498.81,82555159
2020-09-30,GOOGL,516.79,506.46,527.13,513.97,8797907
2020-10-01,GOOGL,491.82,481.98,501.65,494.26,37439136
2020-10-02,GOOGL,511.21,500.99,521.44,506.3,40793635
2020-10-03,GOOGL,500.81,490.79,510.83,501.43,29020340
2020-10-04,GOOGL,515.53,505.22,525.84,511.24,31542578
2020-10-05,GOOGL,528.18,517.62,538.75,530.48,88828661
2020-10-06,GOOGL,519.46,509.07,529.85,520.62,75385186
2020-10-07,GOOGL,508.98,498.8,519.15,506.12,76026113
2020-10-08,GOOGL,527.4,516.85,537.95,532.58,47429848
2020-10-09,GOOGL,513.81,503.54,524.09,518.0,43094722
2020-10-10,GOOGL,488.21,478.45,497.97,489.59,87817263
2020-10-11,GOOGL,475.16,465.66,484.67,473.56,6173016
2020-10-12,GOOGL,456.84,447.71,465.98,455.97,15812850
2020-10-13,GOOGL,459.9,450.7,469.1,458.88,51398956
2020-10-14,GOOGL,476.61,467.08,486.14,474.6,16842428
2020-10-15,GOOGL,489.41,479.62,499.2,493.35,95113852
2020-10-16,GOOGL,490.06,480.26,499.86,493.64,61556904
2020-10-17,GOOGL,507.44,497.29,517.59,503.97,49672916
2020-10-18,GOOGL,485.48,475.77,495.19,489.58,28419735
2020-10-19,GOOGL,507.85,497.7,518.01,509.45,43927522
2020-10-20,GOOGL,497.55,487.6,507.5,498.24,4137202
2020-10-21,GOOGL,500.3,490.29,510.3,497.09,69251508
2020-10-22,GOOGL,499.93,489.93,509.93,497.91,16242388
2020-10-23,GOOGL,507.41,497.26,517.55,508.57,89649830
2020-10-24,GOOGL,487.46,477.71,497.21,491.22,65640870
2020-10-25,GOOGL,510.32,500.11,520.53,512.95,64953190
2020-10-26,GOOGL,533.19,522.52,543.85,536.11,29855420
2020-10-27,GOOGL,554.93,543.83,566.03,554.7,25136225
2020-10-28,GOOGL,558.78,547.6,569.96,553.71,24169926
2020-10-29,GOOGL,556.18,545.05,567.3,555.07,50277885
2020-10-30,GOOGL,544.7,533.8,555.59,543.82,94308170
2020-10-31,GOOGL,546.87,535.94,557.81,550.34,95467812
2020-11-01,GOOGL,548.23,537.27,559.2,547.32,28166393
2020-11-02,GOOGL,541.88,531.04,552.72,539.11,57657378
2020-11-03,GOOGL,518.37,508.01,528.74,523.55,67825688
2020-11-04,GOOGL,515.35,505.05,525.66,517.2,33097175
2020-11-05,GOOGL,540.51,529.7,551.32,540.07,12242722
2020-11-06,GOOGL,564.7,553.4,575.99,565.99,67706843
2020-11-07,GOOGL,588.1,576.34,599.86,592.83,26680321
2020-11-08,GOOGL,583.16,571.5,594.82,581.15,33939111
2020-11-09,GOOGL,598.08,586.12,610.04,602.59,76480891
2020-11-10,GOOGL,602.37,590.32,614.42,602.69,42754732
2020-11-11,GOOGL,599.66,587.67,611.66,596.93,2441198
2020-11-12,GOOGL,603.34,591.27,615.4,607.97,10950713
2020-11-13,GOOGL,582.81,571.15,594.47,577.71,97583088
2020-11-14,GOOGL,603.39,591.32,615.46,597.6,72447588
2020-11-15,GOOGL,587.81,576.05,599.56,585.73,85870157
2020-11-16,GOOGL,591.46,579.63,603.28,590.03,38176787
2020-11-17,GOOGL,578.42,566.85,589.99,582.79,5859023
2020-11-18,GOOGL,605.0,592.9,617.1,600.68,98409959
2020-11-19,GOOGL,596.13,584.2,608.05,597.0,10562364
2020-11-20,GOOGL,612.71,600.45,624.96,616.85,97785444
2020-11-21,GOOGL,582.22,570.57,593.86,577.88,5841380
2020-11-22,GOOGL,585.89,574.18,597.61,590.91,69066690
2020-11-23,GOOGL,560.81,549.6,572.03,557.04,12589634
2020-11-24,GOOGL,534.28,523.59,544.96,530.19,33801095
2020-11-25,GOOGL,513.94,503.66,524.21,515.43,10991385
2020-11-26,GOOGL,539.39,528.6,550.18,538.3,98853923
2020-11-27,GOOGL,528.74,518.17,539.32,525.5,20980738
2020-11-28,GOOGL,553.77,542.7,564.85,548.27,99495127
2020-11-29,GOOGL,573.15,561.69,584.62,568.81,48637201
2020-11-30,GOOGL,570.01,558.61,581.41,569.04,76792664
2020-12-01,GOOGL,545.64,534.73,556.56,549.92,93851223
2020-12-02,GOOGL,523.44,512.97,533.91,518.22,75450782
2020-12-03,GOOGL,539.34,528.55,550.13,544.26,8508347
2020-12-04,GOOGL,534.0,523.32,544.68,530.02,77829990
2020-12-05,GOOGL,516.8,506.46,527.13,516.4,32057469
2020-12-06,GOOGL,537.78,527.02,548.54,533.86,11573227
2020-12-07,GOOGL,534.61,523.92,545.3,535.74,84752720
2020-12-08,GOOGL,559.68,548.49,570.88,563.82,11587898
2020-12-09,GOOGL,546.46,535.54,557.39,548.0,73809267
2020-12-10,GOOGL,539.53,528.74,550.32,538.4,53559540
2020-12-11,GOOGL,537.66,526.91,548.41,538.82,93608486
2020-12-12,GOOGL,539.43,528.64,550.22,544.27,60727178
2020-12-13,GOOGL,540.16,529.36,550.96,544.18,97129189
2020-12-14,GOOGL,559.1,547.92,570.28,557.44,23318746
2020-12-15,GOOGL,585.8,574.08,597.51,584.76,37672558
2020-12-16,GOOGL,596.62,584.69,608.55,600.38,40169315
2020-12-17,GOOGL,622.28,609.84,634.73,618.75,72821955
2020-12-18,GOOGL,631.18,618.56,643.8,629.28,53335767
2020-12-19,GOOGL,655.42,642.31,668.53,655.47,58561882
2020-12-20,GOOGL,670.54,657.13,683.95,674.47,94568674
2020-12-21,GOOGL,676.41,662.88,689.94,674.93,66978331
2020-12-22,GOOGL,650.69,637.68,663.71,652.23,79539671
2020-12-23,GOOGL,647.02,634.08,659.96,653.26,13125288
2020-12-24,GOOGL,672.3,658.85,685.75,667.48,15579548
2020-12-25,GOOGL,679.53,665.94,693.12,682.18,74028722
2020-12-26,GOOGL,697.55,683.6,711.5,704.36,35488698
2020-12-27,GOOGL,723.74,709.26,738.21,730.11,23156839
2020-12-28,GOOGL,694.16,680.28,708.05,698.32,16625969
2020-12-29,GOOGL,721.78,707.34,736.21,724.79,78134233
2020-12-30,GOOGL,704.38,690.29,718.47,701.58,26501828
2020-12-31,GOOGL,672.96,659.5,686.42,673.56,32116268
2021-01-01,GOOGL,658.0,644.84,671.16,659.2,63049252
2021-01-02,GOOGL,658.82,645.64,672.0,655.93,85840277
2021-01-03,GOOGL,655.69,642.58,668.8,652.56,78177986
2021-01-04,GOOGL,635.02,622.32,647.72,631.83,95707411
2021-01-05,GOOGL,651.19,638.17,664.22,649.89,99333682
2021-01-06,GOOGL,666.4,653.08,679.73,663.16,24116180
2021-01-07,GOOGL,644.8,631.91,657.7,647.37,72450743
2021-01-08,GOOGL,675.68,662.17,689.19,669.45,3241710
2021-01-09,GOOGL,682.09,668.45,695.73,675.9,40359614
2021-01-10,GOOGL,702.8,688.75,716.86,697.42,86907145
2021-01-11,GOOGL,690.99,677.17,704.81,690.1,34674074
2021-01-12,GOOGL,708.59,694.41,722.76,710.64,38481277
2021-01-13,GOOGL,723.13,708.67,737.59,718.69,66550919
2021-01-14,GOOGL,714.19,699.91,728.47,710.93,95392186
2021-01-15,GOOGL,745.7,730.79,760.62,740.31,19296366
2021-01-16,GOOGL,756.95,741.81,772.09,756.79,95789305
2021-01-17,GOOGL,741.91,727.07,756.75,736.73,87211868
2021-01-18,GOOGL,763.16,747.89,778.42,765.65,90345404
2021-01-19,GOOGL,740.54,725.73,755.35,733.66,93764064
2021-01-20,GOOGL,725.65,711.14,740.16,730.54,57952728
2021-01-21,GOOGL,737.2,722.45,751.94,744.18,98415880
2021-01-22,GOOGL,738.34,723.57,753.11,739.17,82415213
2021-01-23,GOOGL,710.74,696.53,724.96,711.58,77061125
2021-01-24,GOOGL,739.77,724.98,754.57,746.1,83859979
2021-01-25,GOOGL,714.19,699.91,728.48,715.59,64211563
2021-01-26,GOOGL,684.85,671.15,698.55,688.18,71555944
2021-01-27,GOOGL,651.35,638.33,664.38,645.35,49858602
2021-01-28,GOOGL,630.11,617.5,642.71,630.78,3945454
2021-01-29,GOOGL,657.73,644.58,670.89,662.33,36529842
2021-01-30,GOOGL,657.59,644.44,670.74,661.12,92342375
2021-01-31,GOOGL,645.53,632.62,658.44,640.07,52017890
2021-02-01,GOOGL,671.01,657.59,684.43,666.06,97696552
2021-02-02,GOOGL,695.39,681.48,709.29,690.9,98236977
2021-02-03,GOOGL,683.04,669.38,696.7,681.43,94825637
2021-02-04,GOOGL,698.81,684.84,712.79,704.03,34570781
2021-02-05,GOOGL,725.67,711.16,740.19,728.97,19463214
2021-02-06,GOOGL,714.16,699.88,728.44,707.52,61500379
2021-02-07,GOOGL,696.06,682.14,709.98,692.65,14269207
2021-02-08,GOOGL,725.76,711.24,740.27,724.01,17057993
2021-02-09,GOOGL,700.87,686.86,714.89,705.75,28122034
2021-02-10,GOOGL,681.27,667.64,694.89,685.57,86215132
2021-02-11,GOOGL,699.81,685.81,713.8,694.73,93966260
2021-02-12,GOOGL,675.57,662.06,689.08,680.38,90204517
2021-02-13,GOOGL,655.97,642.85,669.09,650.36,23586787
2021-02-14,GOOGL,629.81,617.22,642.41,630.6,62972886
2021-02-15,GOOGL,616.86,604.53,629.2,613.93,23456976
2021-02-16,GOOGL,639.56,626.77,652.35,642.63,15719245
2021-02-17,GOOGL,656.61,643.48,669.74,657.34,72392429
2021-02-18,GOOGL,643.52,630.65,656.39,646.37,51815598
2021-02-19,GOOGL,658.77,645.59,671.95,656.9,63096145
2021-02-20,GOOGL,660.18,646.98,673.39,661.31,60035021
2021-02-21,GOOGL,642.59,629.74,655.45,640.99,70050367
2021-02-22,GOOGL,655.56,642.45,668.67,661.75,81582268
2021-02-23,GOOGL,651.7,638.67,664.73,653.45,29137809
2021-02-24,GOOGL,665.87,652.55,679.19,667.85,46267976
2021-02-25,GOOGL,670.3,656.89,683.71,665.11,67476687
2021-02-26,GOOGL,693.02,679.16,706.88,688.86,56872372
2021-02-27,GOOGL,677.49,663.94,691.04,681.88,81058258
2021-02-28,GOOGL,662.91,649.65,676.16,668.02,82432404
2021-03-01,GOOGL,632.34,619.7,644.99,637.05,83877585
2021-03-02,GOOGL,656.41,643.28,669.54,658.75,95273816
2021-03-03,GOOGL,651.52,638.49,664.55,645.01,79307905
2021-03-04,GOOGL,669.63,656.24,683.03,668.3,28076001
2021-03-05,GOOGL,691.49,677.66,705.32,688.75,32284422
2021-03-06,GOOGL,674.38,660.89,687.87,679.3,69832319
2021-03-07,GOOGL,673.95,660.47,687.43,679.02,32427717
2021-03-08,GOOGL,666.21,652.89,679.54,661.99,78855536
2021-03-09,GOOGL,639.08,626.3,651.86,637.39,63793815
